年度,機構名稱,訓練地址,班級名稱,訓練職類大類,開訓日期,結訓日期,受訓資格,訓練時數,就業率
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,CNC數控B,工業類,2015/3/2,2015/8/11,高中/職(含)以上,900,92.59%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區幼獅路２段3號,Java系統設計與手機應用班（幼獅）,工業類,2015/3/26,2015/9/8,專科(含)以上,900,92.59%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,冷凍空調節能班,工業類,2015/1/6,2015/6/26,不限,900,92.59%
2015,勞動力發展署桃竹苗分署,苗栗縣竹南鎮科北二路2號,早午餐輕食飲料創業（苗栗） ,醫事護理及家事類,2015/4/13,2015/6/15,國中(含)以上,360,92.59%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,時尚飲料創業班,醫事護理及家事類,2015/1/6,2015/4/14,國中(含)以上,496,92.59%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,特色民宿實務專班(經營管理組)(桃園),醫事護理及家事類,2015/9/15,2015/11/19,國中(含)以上,360,92.59%
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路,景觀設計實務,農業類,2012/1/16,2012/8/30,高中/職(含)以上,1200,92.86%
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助機械製造,工業類,2012/10/29,2013/4/24,高中/職(含)以上,936,92.86%
2012,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路3段500巷1號,電腦輔助機械製圖(宜蘭),工業類,2012/2/16,2012/7/26,高中/職(含)以上,900,92.86%
2012,勞動力發展署北基宜花金馬分署,花蓮縣壽豐鄉平和村吳全10號,水電(花蓮),工業類,2012/5/7,2012/8/17,國中(含)以上,600,92.86%
2012,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,餐旅管理實務,商業類,2012/3/13,2012/6/27,專科(含)以上,600,92.86%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,CNC機具操作(短期),工業類,2012/3/21,2012/4/13,國中(含)以上,136,92.86%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,工廠自動化(PLC＆儀控),工業類,2012/7/18,2012/12/28,專科(含)以上,936,92.86%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,工廠自動化(儀控),工業類,2012/1/11,2012/6/22,高中/職(含)以上,880,92.86%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,軟體設計應用,工業類,2012/5/10,2012/12/12,高中/職(含)以上,1200,92.86%
2012,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,儀電控制班,工業類,2012/7/10,2013/6/7,高中/職(含)以上,1800,92.86%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,營建工程管理實務A班,工業類,2013/2/18,2013/8/2,高中/職(含)以上,920,92.86%
2013,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,食品烘焙B,醫事護理及家事類,2013/11/4,2014/4/25,國中(含)以上,928,92.86%
2013,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,造園景觀維護(宜蘭),農業類,2013/5/20,2013/9/2,國中(含)以上,600,92.86%
2013,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55之1號,模具設計與製造【製造組】(泰山),工業類,2013/9/3,2014/3/7,高中/職(含)以上,1000,92.86%
2013,勞動力發展署北基宜花金馬分署,花蓮縣壽豐鄉平和村吳全10號,水電(花蓮),工業類,2013/1/7,2013/5/2,國中(含)以上,600,92.86%
2013,勞動力發展署北基宜花金馬分署,宜蘭縣員山鄉員山路３段500巷1號,電腦輔助機械製圖(宜蘭),工業類,2013/2/25,2013/8/7,高中/職(含)以上,900,92.86%
2013,勞動力發展署桃竹苗分署,桃園市桃園區東國街14號(東門國小忠孝樓),優質內衣車縫師班,醫事護理及家事類,2013/7/16,2013/11/7,不限,640,92.86%
2013,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,服飾創意實務,醫事護理及家事類,2013/1/3,2013/6/20,高中/職(含)以上,900,92.86%
2013,行政院勞工委員會職業訓練局青年職業訓練中心,桃園市楊梅區幼獅路二段三號,嵌入式系統,工業類,2013/7/17,2013/12/24,專科(含)以上,900,92.86%
2013,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,彩繪塗裝技術,工業類,2013/1/23,2013/6/28,高中/職(含)以上,840,92.86%
2013,勞動力發展署雲嘉南分署,臺南市官田區官田工業區工業路40號,3D電腦輔助模具設計,工業類,2013/7/17,2013/12/27,高中/職(含)以上,928,92.86%
2013,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路105號,鋼結構製作,工業類,2013/1/4,2013/6/26,高中/職(含)以上,900,92.86%
2014,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,五軸加工技術應用B,工業類,2014/8/4,2014/11/28,高中/職(含)以上,616,92.86%
2014,勞動力發展署北基宜花金馬分署,花蓮縣花蓮市華西路123號,水電(花蓮),工業類,2014/1/20,2014/7/24,高中/職(含)以上,1000,92.86%
2014,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55之1號,電腦輔助機械設計與製造【製造組】(泰山-青年產訓合作專班),工業類,2014/8/26,2015/4/2,高中/職(含)以上,1200,92.86%
2014,勞動力發展署桃竹苗分署,苗栗縣竹南鎮科北二路2號,彩妝護膚美容實務班,商業類,2014/10/7,2014/11/26,國中(含)以上,288,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,智慧型機器人與圖控初級班,工業類,2014/10/20,2014/12/19,專科(含)以上,360,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,多媒體設計,商業類,2014/7/14,2014/12/19,專科(含)以上,900,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,服裝電腦樣版,醫事護理及家事類,2014/8/4,2014/10/21,高中/職(含)以上,440,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,國際物流運籌管理實務,商業類,2014/7/7,2014/10/2,專科(含)以上,504,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,芳香舒壓實務(美容組),醫事護理及家事類,2014/4/7,2014/6/24,國中(含)以上,440,92.86%
2014,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,電腦輔助機械設計-開發Pro-E班,工業類,2014/9/1,2014/12/16,專科(含)以上,600,92.86%
2014,勞動力發展署雲嘉南分署,臺南市官田區官田工業區工業路40號,機械加工與CNC車床,工業類,2014/1/22,2014/6/27,高中/職(含)以上,848,92.86%
2015,勞動力發展署中彰投分署,彰化縣鹿港鎮中正路588號,電腦基礎實務運作與硬體裝修班(勞動學苑)(原電腦硬體裝修班),工業類,2015/4/13,2015/7/14,高中/職(含)以上,458,92.86%
2015,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,網站設置與行銷A,工業類,2015/5/25,2015/11/9,高中/職(含)以上,900,92.86%
2015,勞動力發展署北基宜花金馬分署,新北市泰山區致遠新村55之1號,電機設計維修工程班(產訓合作)(泰山),工業類,2015/8/6,2016/2/5,專科(含)以上,1024,92.86%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,室內配線儲備幹部(客製化訓用合一),工業類,2015/10/5,2015/12/23,高中/職(含)以上,450,92.86%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,時尚飲料創業（桃園）,醫事護理及家事類,2015/7/7,2015/10/2,國中(含)以上,496,92.86%
2015,勞動力發展署桃竹苗分署,新竹縣竹北市福興路576號,國際貿易進出口管理實務（新竹） ,商業類,2015/7/13,2015/9/4,高中/職(含)以上,320,92.86%
2015,勞動力發展署雲嘉南分署,臺南市官田區官田工業區工業路40號,電腦數值控制機械,工業類,2015/10/21,2016/3/25,高中/職(含)以上,856,92.86%
2015,勞動力發展署北基宜花金馬分署,新北市五股區五工五路47號1樓,機電整合(五股),工業類,2015/7/1,2016/1/29,高中/職(含)以上,1200,92.86%
2012,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助機械製圖與製造,工業類,2012/11/12,2013/7/2,高中/職(含)以上,1240,93.10%
2012,勞動力發展署雲嘉南分署,臺南市官田區工業路,機電整合,工業類,2012/7/18,2013/6/28,高中/職(含)以上,1920,93.10%
2013,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,時尚飲料創業,醫事護理及家事類,2013/4/11,2013/7/4,國中(含)以上,480,93.10%
2013,行政院勞工委員會職業訓練局青年職業訓練中心,桃園市楊梅區幼獅路二段三號,銲接實務,工業類,2013/4/1,2013/7/18,高中/職(含)以上,600,93.10%
2013,勞動力發展署雲嘉南分署,臺南市官田區工業路40號,機械加工與CNC車床,工業類,2013/1/23,2013/6/28,高中/職(含)以上,840,93.10%
2013,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路,物流管理,商業類,2013/4/10,2013/6/4,高中/職(含)以上,300,93.10%
2014,勞動力發展署中彰投分署,臺中市西屯區工業區一路100號,電腦輔助模具設計製作（模具CAD/CAM）C,工業類,2014/9/15,2015/3/6,高中/職(含)以上,928,93.10%
2014,勞動力發展署雲嘉南分署,臺南市官田區官田工業區工業路40號,3D電腦輔助模具設計,工業類,2014/7/24,2014/12/26,高中/職(含)以上,888,93.10%
2014,勞動力發展署雲嘉南分署,臺南市官田區官田工業區工業路40號,創意商品網路行銷,工業類,2014/9/24,2015/2/26,高中/職(含)以上,864,93.10%
2014,勞動力發展署高屏澎東分署,高雄市前鎮區凱旋四路,軟體設計應用,工業類,2014/7/8,2014/12/19,專科(含)以上,900,93.10%
2015,勞動力發展署中彰投分署,臺中市霧峰區柳豐路500號(亞洲大學),移地訓練-食品烘焙B,醫事護理及家事類,2015/12/28,2016/3/25,國中(含)以上,460,93.10%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,倉管與堆高機實務（桃園）,工業類,2015/8/25,2015/9/30,不限,200,93.10%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,視覺傳達設計班,藝術類,2015/1/7,2015/6/29,專科(含)以上,900,93.10%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,西餐烹調專班(就業培訓組)(桃園),醫事護理及家事類,2015/8/25,2015/10/23,國中(含)以上,336,93.10%
2015,勞動力發展署桃竹苗分署,桃園市楊梅區秀才路851號,服飾創意實務班,醫事護理及家事類,2015/1/6,2015/6/26,高中/職(含)以上,900,93.10%
